,model,label_size,data,accuracy/test,f1_macro/test,f1_micro/test,p_macro/test,p_micro/test,r_macro/test,r_micro/test,data_size/test,accuracy/val,f1_macro/val,f1_micro/val,p_macro/val,p_micro/val,r_macro/val,r_micro/val,data_size/val
7,relbert_output/ckpt/roberta_custom_b/epoch_2,7,EVALution,0.710184182015168,0.6932340228819367,0.710184182015168,0.7033140689157469,0.710184182015168,0.7081747140520901,0.710184182015168,1846,0.6908602150537635,0.6452822807875327,0.6908602150537635,0.6494086947541989,0.6908602150537635,0.6694083710953012,0.6908602150537635,372.0
8,relbert_output/ckpt/roberta_custom_b/epoch_2,5,CogALexV,0.855868544600939,0.6893989477500344,0.855868544600939,0.7047352506661879,0.855868544600939,0.6778465115258065,0.855868544600939,4260,,,,,,,,
9,relbert_output/ckpt/roberta_custom_b/epoch_2,3,ROOT09,0.9015982450642431,0.8998533467314042,0.9015982450642431,0.9016704620813333,0.9015982450642431,0.8981719093635115,0.9015982450642431,3191,0.9012539184952978,0.8929968738827467,0.9012539184952978,0.8997095134350036,0.9012539184952978,0.8876076474643887,0.9012539184952978,638.0
10,relbert_output/ckpt/roberta_custom_c/epoch_2,6,BLESS,0.9126111194816935,0.9082948200885985,0.9126111194816935,0.9006588199515696,0.9126111194816935,0.9203421872196326,0.9126111194816935,6637,0.9133383571966842,0.9072083164226942,0.9133383571966842,0.9007417786992472,0.9133383571966842,0.9190363515402954,0.9133383571966842,1327.0
11,relbert_output/ckpt/roberta_custom_c/epoch_2,4,K&H+N,0.9704388954580232,0.8976627099464247,0.9704388954580232,0.954873395473526,0.9704388954580232,0.8605559466119364,0.9704388954580232,14377,0.9659248956884562,0.887608566423953,0.9659248956884562,0.9547844016516348,0.9659248956884562,0.8491725374460524,0.9659248956884562,2876.0
12,relbert_output/ckpt/roberta_custom_c/epoch_2,7,EVALution,0.7156013001083423,0.7067739463446284,0.7156013001083422,0.6915556507202283,0.7156013001083423,0.7482902620403712,0.7156013001083423,1846,0.7231182795698925,0.6965916387334996,0.7231182795698926,0.6874095176141901,0.7231182795698925,0.7511476483664934,0.7231182795698925,372.0
13,relbert_output/ckpt/roberta_custom_c/epoch_2,5,CogALexV,0.8727699530516432,0.7116094735438584,0.8727699530516431,0.760068582631609,0.8727699530516432,0.6820014365802238,0.8727699530516432,4260,,,,,,,,
14,relbert_output/ckpt/roberta_custom_c/epoch_2,3,ROOT09,0.9257286117204638,0.9250830433578404,0.9257286117204638,0.9222892717389927,0.9257286117204638,0.9283013877509352,0.9257286117204638,3191,0.9263322884012539,0.9232673424279025,0.9263322884012539,0.9210682858025853,0.9263322884012539,0.9256578445599373,0.9263322884012539,638.0
15,relbert_output/ckpt/roberta_custom_d/epoch_2,6,BLESS,0.4532168148259756,0.10395714532573008,0.4532168148259756,0.07553613580432926,0.4532168148259756,0.16666666666666666,0.4532168148259756,6637,0.4589299171062547,0.10485537190082644,0.4589299171062547,0.07648831951770911,0.4589299171062547,0.16666666666666666,0.4589299171062547,1327.0
16,relbert_output/ckpt/roberta_custom_d/epoch_2,4,K&H+N,0.47429922793350493,0.20333615677720396,0.47429922793350493,0.2684311425528678,0.47429922793350493,0.2667294963287018,0.47429922793350493,14377,0.48991655076495133,0.20786077926285892,0.48991655076495133,0.2790864149974319,0.48991655076495133,0.26827875095201825,0.48991655076495133,2876.0
17,relbert_output/ckpt/roberta_custom_d/epoch_2,7,EVALution,0.1744312026002167,0.042435424354243544,0.1744312026002167,0.024918743228602384,0.1744312026002167,0.14285714285714285,0.1744312026002167,1846,0.1935483870967742,0.04633204633204633,0.1935483870967742,0.027649769585253454,0.1935483870967742,0.14285714285714285,0.1935483870967742,372.0
18,relbert_output/ckpt/roberta_custom_d/epoch_2,5,CogALexV,0.718075117370892,0.16718130892198388,0.718075117370892,0.1436150234741784,0.718075117370892,0.2,0.718075117370892,4260,,,,,,,,
19,relbert_output/ckpt/roberta_custom_d/epoch_2,3,ROOT09,0.4907552491382012,0.21946605003153244,0.4907552491382011,0.16358508304606706,0.4907552491382012,0.3333333333333333,0.4907552491382012,3191,0.512539184952978,0.2259067357512953,0.512539184952978,0.170846394984326,0.512539184952978,0.3333333333333333,0.512539184952978,638.0
20,relbert_output/ckpt/roberta_custom_e/epoch_2,6,BLESS,0.9139671538345638,0.912429323646854,0.9139671538345638,0.9205388672411668,0.9139671538345638,0.9066032298746881,0.9139671538345638,6637,0.920120572720422,0.9095005197875256,0.920120572720422,0.9209542720645603,0.920120572720422,0.9009208746332301,0.920120572720422,1327.0
21,relbert_output/ckpt/roberta_custom_e/epoch_2,4,K&H+N,0.9700215622174306,0.9097842422406869,0.9700215622174306,0.9414562577408342,0.9700215622174306,0.8852148111828055,0.9700215622174306,14377,0.9690542420027817,0.8978370690341911,0.9690542420027817,0.9061754890587629,0.9690542420027817,0.8899823876618431,0.9690542420027817,2876.0
22,relbert_output/ckpt/roberta_custom_e/epoch_2,7,EVALution,0.6960996749729144,0.7006457439423993,0.6960996749729144,0.7187967931748377,0.6960996749729144,0.7126341290260247,0.6960996749729144,1846,0.6854838709677419,0.673254003563036,0.6854838709677419,0.6816971970015231,0.6854838709677419,0.7046081105655574,0.6854838709677419,372.0
23,relbert_output/ckpt/roberta_custom_e/epoch_2,5,CogALexV,0.8427230046948356,0.6137913135951807,0.8427230046948356,0.7693907480411799,0.8427230046948356,0.5476333166565368,0.8427230046948356,4260,,,,,,,,
24,relbert_output/ckpt/roberta_custom_e/epoch_2,3,ROOT09,0.9056722030711376,0.9059002363914394,0.9056722030711376,0.9014944856198488,0.9056722030711376,0.9125194581950726,0.9056722030711376,3191,0.8808777429467085,0.8794951885373692,0.8808777429467085,0.8757769413667269,0.8808777429467085,0.8870721181949964,0.8808777429467085,638.0
