accuracy,model,prefix,data
0.03104026845637584,relbert/opt-350m-analogy-permutation-domain,,conceptnet_relational_similarity
0.09,relbert/opt-350m-analogy-permutation-domain,,nell_relational_similarity
0.02599009900990099,relbert/opt-350m-analogy-permutation-domain,,scan
0.20855614973262032,relbert/opt-125m-analogy,,sat_full
0.2236842105263158,relbert/opt-125m-analogy,,u2
0.2222222222222222,relbert/opt-125m-analogy,,u4
0.248,relbert/opt-125m-analogy,,google
0.2651473040578099,relbert/opt-125m-analogy,,bats
0.00546448087431694,relbert/opt-125m-analogy,,t_rex_relational_similarity
0.028523489932885907,relbert/opt-125m-analogy,,conceptnet_relational_similarity
0.08,relbert/opt-125m-analogy,,nell_relational_similarity
0.02599009900990099,relbert/opt-125m-analogy,,scan
0.20053475935828877,relbert/opt-125m-analogy-permutation,,sat_full
0.20175438596491227,relbert/opt-125m-analogy-permutation,,u2
0.2824074074074074,relbert/opt-125m-analogy-permutation,,u4
0.26,relbert/opt-125m-analogy-permutation,,google
0.24569205113952194,relbert/opt-125m-analogy-permutation,,bats
0.0,relbert/opt-125m-analogy-permutation,,t_rex_relational_similarity
0.02936241610738255,relbert/opt-125m-analogy-permutation,,conceptnet_relational_similarity
0.07,relbert/opt-125m-analogy-permutation,,nell_relational_similarity
0.023514851485148515,relbert/opt-125m-analogy-permutation,,scan
0.20053475935828877,relbert/opt-125m-analogy-permutation-domain,,sat_full
0.25,relbert/opt-125m-analogy-permutation-domain,,u2
0.2638888888888889,relbert/opt-125m-analogy-permutation-domain,,u4
0.26,relbert/opt-125m-analogy-permutation-domain,,google
0.24680377987770985,relbert/opt-125m-analogy-permutation-domain,,bats
0.01639344262295082,relbert/opt-125m-analogy-permutation-domain,,t_rex_relational_similarity
0.03271812080536913,relbert/opt-125m-analogy-permutation-domain,,conceptnet_relational_similarity
0.115,relbert/opt-125m-analogy-permutation-domain,,nell_relational_similarity
0.026608910891089108,relbert/opt-125m-analogy-permutation-domain,,scan
